2010 vs 2011,2011 vs 2012,2012 vs 2013,2013 vs 2014,2014 vs 2015,2015 vs 2016,2016 vs 2017,2017 vs 2018,2018 vs 2019,2019 vs 2020,2020 vs 2021,2021 vs 2022
kodualuse maamaksu maamaksust 0.227% -> 3.958% (1645.02%),missiooni missioonile missioon 0.6% -> 2.633% (338.641%),teede teehoiuks teedele 0.212% -> 1.771% (736.748%),abielu kooselu samasooliste 0.105% -> 2.431% (2205.311%),palgatousu opetajate palgatous 0.557% -> 2.237% (301.615%),vallaga vald sauga 0.643% -> 2.311% (259.264%),metsa metsade mets 0.347% -> 2.288% (559.982%),danske filiaali rahapesu 0.231% -> 1.212% (425.101%),jarviku jarvik maaeluministri 0.612% -> 4.448% (626.286%),viirust vaktsineeritud viiruse 0.233% -> 4.87% (1988.684%),elektri elektrit taastuvenergia 1.302% -> 4.176% (220.791%),krimmi agressiooni ukraina 0.997% -> 5.46% (447.62%)
efsf esm kreekale 0.328% -> 3.423% (944.701%),lapsetoetust lapsetoetus lapsetoetuse 0.973% -> 2.858% (193.603%),valimisliitude volikogusse volikokku 0.291% -> 1.666% (472.321%),missiooni missioonile missioon 0.464% -> 2.266% (388.46%),pollumeestele pollumehi pollumehed 0.582% -> 2.027% (248.139%),rail trassi balticu 0.154% -> 1.218% (692.161%),ulejaagis struktuurses struktuurse 1.239% -> 2.655% (114.204%),borsile ipo enefit 0.21% -> 1.136% (441.131%),samba sammas sambasse 0.357% -> 3.713% (939.225%),hadaolukorda eriolukord eriolukorra 0.197% -> 3.501% (1674.55%),kauguhendus avaksite ettekandjalt 0.18% -> 1.865% (938.742%),lng terminali gaasi 0.246% -> 2.804% (1038.233%)
uliopilased uliopilastele uliopilaste 0.882% -> 2.563% (190.564%),terviseandmed isikuandmeid terviseandmeid 0.341% -> 1.535% (350.502%),jahimehed jahimeeste jahti 0.066% -> 2.003% (2928.232%),krimmi agressiooni ukraina 0.401% -> 2.127% (430.828%),sigade katku katk 0.089% -> 1.552% (1651.328%),haale valimispaeval valimiste 0.21% -> 1.05% (400.792%),alkoholi kange lahja 1.733% -> 3.316% (91.334%),omandireformi tagastatud omandireform 0.115% -> 0.957% (729.108%),pensionitous pensionitousu pension 0.549% -> 2.278% (315.176%),metsa metsade mets 0.484% -> 1.549% (219.773%),huvihariduse huvitegevuse huviharidus 0.168% -> 1.666% (889.527%),inflatsiooni inflatsioon hinnatous 0.27% -> 2.546% (843.535%)
palgatousu opetajate palgatous 0.265% -> 1.509% (470.094%),apteeke apteegid apteekide 0.097% -> 0.82% (742.75%),kinnisasja maad maa 0.318% -> 1.307% (311.733%),toovoimereformi toovoimega toovoimereform 0.063% -> 2.772% (4282.492%),pagulasi pagulased pagulaste 0.025% -> 3.006% (11772.742%),ts parvlaeva parvlaevad 0.042% -> 1.124% (2579.235%),rail trassi balticu 1.218% -> 2.434% (99.811%),uhistranspordi uhistransport uhistransporti 0.409% -> 1.353% (230.509%),koolis kooli opilased 3.279% -> 5.112% (55.887%),rahvahaaletuse rahvahaaletus rahvahaaletusel 0.251% -> 1.178% (369.232%),viirust vaktsineeritud viiruse 4.87% -> 7.484% (53.66%),pagulasi pagulased pagulaste 0.27% -> 2.066% (665.768%)
elektri elektrit taastuvenergia 1.827% -> 3.602% (97.092%),karistuse karistus tingimisi 0.454% -> 1.323% (191.273%),noukogudesse ariuhingute noukogudes 0.357% -> 1.244% (248.276%),valimisea valimisiga valimisoiguse 0.127% -> 1.418% (1020.637%),efsf esm kreekale 0.544% -> 1.734% (218.49%),abielu kooselu samasooliste 0.531% -> 1.397% (162.916%),magustatud suhkrut joogi 0.021% -> 1.354% (6343.909%),kodakondsust kodakondsuse kodanikuks 0.399% -> 1.327% (232.807%),kodakondsust kodakondsuse kodanikuks 1.327% -> 2.601% (95.989%),annetus erjk annetuse 0.287% -> 1.223% (326.219%),opositsiooni koalitsioonil opositsioonil 0.281% -> 1.384% (393.37%),liitlaste ohutorje keskmaa 0.962% -> 3.007% (212.594%)
palgalohe soolist meeste 0.176% -> 1.055% (497.679%),aasia aasias saatkonna 0.389% -> 1.151% (195.642%),maksuamet tolliamet tolliameti 0.767% -> 1.856% (141.819%),kodakondsust kodakondsuse kodanikuks 0.548% -> 1.861% (239.424%),elamisluba elamisloa viisa 0.152% -> 0.937% (516.646%),deklaratsiooni deklaratsioone deklaratsioonis 0.07% -> 0.735% (951.662%),teadus teaduse arendustegevuse 0.504% -> 1.322% (162.252%),humni humn laulda 0.052% -> 0.957% (1724.037%),oigusriik oigusriigi oigusriigist 0.383% -> 1.22% (218.629%),tootuid tootute tootu 0.108% -> 0.954% (786.327%),objekti anu raua 0.079% -> 1.032% (1214.06%),lapsetoetust lapsetoetus lapsetoetuse 0.293% -> 1.992% (579.345%)
maksuamet tolliamet tolliameti 0.441% -> 1.363% (208.954%),ametiuhingute tooandjate keskliit 0.195% -> 0.847% (334.968%),koolis kooli opilased 1.773% -> 3.184% (79.601%),kohtunike kohtususteem kohtuniku 0.232% -> 0.912% (292.951%),teadus teaduse arendustegevuse 0.329% -> 1.161% (252.572%),keeleoskust oskuse keeleoskuse 0.112% -> 0.735% (557.289%),koolis kooli opilased 2.531% -> 3.956% (56.284%),idapiiri piiririba valjaehitamine 0.126% -> 0.817% (548.546%),opositsioonis koalitsiooni opositsiooni 1.314% -> 2.35% (78.785%),lisaeelarve lisaeelarves lisaeelarvega 0.054% -> 1.077% (1902.056%),valimisliitude volikogusse volikokku 0.325% -> 1.232% (278.462%),annetused annetusi annetuste 0.141% -> 1.162% (725.593%)
tulumaksuvaba maksususteemi tulumaksu 1.071% -> 2.141% (99.912%),lng terminali gaasi 0.162% -> 0.767% (373.027%),kutsehariduse kutseharidus kutsehariduses 0.238% -> 1.012% (325.015%),piirilepingu piirileping piirilepingut 0.148% -> 0.76% (414.578%),otsevalimise presidenti presidendi 0.165% -> 0.909% (452.221%),lipu laevu kaubalaeva 0.042% -> 0.735% (1652.771%),teekasutustasu autode autod 0.137% -> 0.735% (437.953%),veb fondi uurimiskomisjon 0.063% -> 0.715% (1034.956%),volitust kaasuses jarvik 0.153% -> 0.7% (356.857%),terviseandmed isikuandmeid terviseandmeid 0.717% -> 1.762% (145.565%),otsevalimise presidenti presidendi 0.236% -> 1.079% (357.93%),lasteaia lasteaias lasteaiakoha 0.364% -> 1.439% (295.676%)
volakirjade keskpank volakirju 0.466% -> 0.99% (112.232%),loomi loomade loomad 0.081% -> 0.609% (650.319%),kulukuse krediidi kiirlaenude 0.04% -> 0.949% (2290.709%),erimargistatud kutust kutuse 0.19% -> 0.785% (313.568%),tulumaksuvaba maksususteemi tulumaksu 1.329% -> 2.489% (87.229%),eriarstide eriarstiabi eriarsti 0.993% -> 1.912% (92.558%),loomi loomade loomad 0.2% -> 0.808% (304.88%),relva relvade relvaluba 0.105% -> 0.689% (556.653%),korterelamute kortermajade kredexi 0.153% -> 0.646% (321.715%),elektri elektrit taastuvenergia 0.484% -> 1.302% (168.795%),valdkonnad laekumisest fikseeritakse 0.067% -> 0.704% (945.275%),pensionitous pensionitousu pension 0.504% -> 1.605% (218.169%)
vabatahtlike komandode paasteameti 0.857% -> 1.493% (74.165%),efsf esm kreekale 3.423% -> 4.882% (42.627%),teadus teaduse arendustegevuse 0.093% -> 0.759% (719.672%),alkoholi kange lahja 0.612% -> 1.418% (131.856%),kaitseliit kaitseliidule kaitseliidu 0.354% -> 1.105% (211.61%),vanemahuvitist vanemahuvitise vanemahuvitis 0.126% -> 0.62% (392.445%),reklaami reklaam alkoholireklaam 0.074% -> 0.598% (713.517%),etv saateid pbk 0.451% -> 1.136% (151.689%),toonadalal istungid taiendaval 0.51% -> 1.166% (128.429%),soita jalakaija konniteel 0.305% -> 0.976% (220.182%),piirilepingu piirileping piirilepingut 0.135% -> 0.727% (440.059%),eriarstide eriarstiabi eriarsti 0.469% -> 1.347% (186.992%)
kinnisasja maad maa 0.819% -> 1.428% (74.282%),teenistuse teenistuses avalikus 0.341% -> 0.953% (179.622%),korteriuhistu korteriomanike korteriuhistute 0.106% -> 0.759% (617.213%),sularaha kommertspangad pangad 0.148% -> 0.709% (380.273%),alkoholi kange lahja 1.418% -> 2.587% (82.43%),karistuse karistus tingimisi 0.475% -> 1.145% (140.822%),kohanimenoukogu vonnu mulgi 0.105% -> 0.525% (399.528%),pensioni pension sammas 0.283% -> 0.88% (210.762%),maantee neljarealiseks ppp 0.306% -> 0.861% (181.143%),rail trassi balticu 0.574% -> 1.268% (120.93%),korruptsiooni korruptsioon korruptsiooniga 0.146% -> 0.739% (406.556%),korterid kortereid korterit 0.152% -> 0.83% (444.347%)
fie fuusilisest isikust 0.403% -> 0.844% (109.188%),memorandumi moistmise memorandum 0.097% -> 0.582% (498.08%),inimarengu aruanne aruandes 0.265% -> 0.97% (266.575%),treenerite spordi sport 0.127% -> 0.671% (430.301%),riigipalgaliste riigisektoris koondada 0.266% -> 0.937% (252.369%),maavalitsuste maavalitsused maakonna 0.503% -> 1.176% (133.703%),vagivallale vihakone ohutamine 0.515% -> 1.06% (105.928%),apteeke apteegid apteekide 0.315% -> 0.919% (191.846%),opositsiooni koalitsioonil opositsioonil 0.332% -> 0.861% (159.517%),oiglase virumaale ulemineku 0.359% -> 0.931% (159.642%),kaitseliit kaitseliidule kaitseliidu 0.269% -> 0.809% (200.516%),koolis kooli opilased 3.038% -> 4.612% (51.791%)
pensioni pension sammas 0.176% -> 0.503% (185.047%),kaitseliit kaitseliidule kaitseliidu 0.308% -> 0.9% (191.886%),vallaga vald sauga 0.423% -> 1.202% (183.897%),psuhhiaatri alaealine psuhhiaatrilist 0.38% -> 0.987% (160.148%),piima toorpiima toodangut 0.253% -> 0.881% (247.899%),miili baasvorgu lairiba 0.224% -> 0.756% (238.034%),valimisliitude volikogusse volikokku 1.418% -> 2.151% (51.708%),kirik kiriku maarja 0.084% -> 0.561% (568.813%),alkoholi kange lahja 2.45% -> 3.534% (44.232%),hanke hankija riigihangete 0.09% -> 0.483% (438.053%),liitlaste ohutorje keskmaa 0.415% -> 0.962% (131.655%),erimargistatud kutust kutuse 0.106% -> 0.701% (563.969%)
haale valimispaeval valimiste 0.126% -> 0.422% (234.7%),alkoholi kange lahja 0.6% -> 1.31% (118.219%),ooteala piiriuletuse piiripunkti 0.093% -> 0.717% (674.134%),elatisraha elatisabi elatise 0.042% -> 0.481% (1040.648%),koolis kooli opilased 1.785% -> 2.964% (66.058%),hanke hankija riigihangete 0.224% -> 0.714% (219.255%),samba sammas sambasse 0.158% -> 0.462% (193.056%),missiooni missioonile missioon 0.525% -> 1.199% (128.613%),lipud lippude lipp 0.013% -> 0.735% (5663.432%),apteeke apteegid apteekide 1.166% -> 1.941% (66.517%),kohtunike kohtususteem kohtuniku 0.269% -> 0.716% (165.674%),koolilouna koolitoidu koolitoit 0.047% -> 0.59% (1158.047%)
post posti omniva 0.151% -> 0.454% (200.372%),poolte kokkuleppel huvitise 0.26% -> 0.767% (195.642%),tulumaksuvaba maksususteemi tulumaksu 0.741% -> 1.539% (107.764%),lasteaia lasteaias lasteaiakoha 0.464% -> 1.051% (126.492%),palgalohe soolist meeste 0.241% -> 0.853% (254.584%),estonian air airi 0.35% -> 0.872% (149.394%),inimarengu aruanne aruandes 0.074% -> 0.325% (342.439%),uliopilased uliopilastele uliopilaste 0.472% -> 1.11% (135.098%),tulumaksuvaba maksususteemi tulumaksu 0.957% -> 1.668% (74.309%),eriarstide eriarstiabi eriarsti 0.377% -> 0.887% (135.361%),id mobiil kaardi 0.123% -> 0.469% (280.1%),kala kalurid kalurite 0.117% -> 0.535% (356.042%)
teenistuse teenistuses avalikus 0.088% -> 0.341% (286.193%),leping ratifitseerida lepinguga 0.438% -> 1.032% (135.607%),otsevalimise presidenti presidendi 0.278% -> 0.822% (195.993%),jaatmeid liigiti prugi 0.337% -> 0.861% (155.145%),pensionifondide pensionifondid fondid 0.215% -> 0.769% (257.319%),kinnisasja maad maa 0.475% -> 1.05% (120.937%),valispoliitika valispoliitikas diplomaatia 0.441% -> 0.839% (90.296%),lipu laevu kaubalaeva 0.147% -> 0.612% (316.923%),riigiloivude riigiloivud riigiloivu 0.128% -> 0.502% (293.6%),etv saateid pbk 0.269% -> 0.718% (166.941%),salastatud valisteabe riigisaladuse 0.269% -> 0.692% (156.963%),tulumaksuvaba maksususteemi tulumaksu 0.434% -> 0.996% (129.509%)
korterelamute kortermajade kredexi 0.265% -> 0.6% (126.812%),kaasne lisakulutusi riigieelarvele 0.292% -> 0.741% (153.731%),eriarstide eriarstiabi eriarsti 1.495% -> 2.467% (65.022%),prokuratuur prokuratuuri prokuror 0.548% -> 1.127% (105.501%),kaibemaksu kaibemaks kaibemaksumaara 0.304% -> 0.825% (171.508%),virumaale virumaa toostusalade 0.447% -> 0.977% (118.314%),etv saateid pbk 0.168% -> 0.451% (168.496%),prokuratuur prokuratuuri prokuror 0.776% -> 1.518% (95.55%),palgatousu opetajate palgatous 0.804% -> 1.435% (78.503%),poolte kokkuleppel huvitise 0.143% -> 0.505% (251.924%),terviseandmed isikuandmeid terviseandmeid 1.762% -> 2.581% (46.472%),kodualuse maamaksu maamaksust 0.152% -> 0.553% (262.898%)
ulejaagis struktuurses struktuurse 1.159% -> 1.752% (51.119%),aardla pria pealtnagija 0.097% -> 0.437% (348.56%),id mobiil kaardi 0.079% -> 0.506% (537.522%),liitlaste ohutorje keskmaa 0.105% -> 0.468% (344.253%),tooandja tervisesse maksuvabalt 0.152% -> 0.545% (258.943%),lae korgepalgaliste lagi 0.112% -> 0.441% (294.373%),huvihariduse huvitegevuse huviharidus 0.137% -> 0.399% (192.032%),keskkonnaameti uhendamine uhendamise 0.168% -> 0.6% (257.207%),huvigruppe huvigruppide kaasatud 0.6% -> 1.076% (79.453%),koosoleku elektrooniline koosolekut 0.018% -> 0.415% (2214.878%),piirivalve valvamise valvamine 0.056% -> 0.317% (464.448%),tooandja tooandjal tootaja 0.27% -> 0.719% (166.651%)
hoone rkas hoonet 0.555% -> 0.99% (78.468%),keeleoskust oskuse keeleoskuse 0.032% -> 0.37% (1041.79%),matusetoetust matusetoetus matusetoetuse 0.225% -> 0.696% (209.386%),reklaami reklaam alkoholireklaam 0.295% -> 0.76% (157.289%),suuria euroopasse turgis 0.013% -> 0.559% (4317.764%),matusetoetust matusetoetus matusetoetuse 0.028% -> 0.336% (1101.9%),vaikesaarte saarte pusiasustusega 0.263% -> 0.577% (119.792%),pensionitous pensionitousu pension 0.136% -> 0.549% (302.223%),abielu kooselu samasooliste 0.166% -> 0.466% (181.143%),elamisluba elamisloa viisa 0.197% -> 0.539% (173.008%),uliopilased uliopilastele uliopilaste 0.617% -> 1.056% (71.045%),hanke hankija riigihangete 0.27% -> 0.719% (166.651%)
kodakondsust kodakondsuse kodanikuks 0.504% -> 0.908% (80.223%),riigimetsa majandamise noukokku 0.243% -> 0.648% (166.418%),rahvaalgatuse rahvaalgatus rahvahaaletus 0.013% -> 0.738% (5478.322%),koolilouna koolitoidu koolitoit 0.464% -> 1.0% (115.577%),post posti omniva 0.038% -> 0.35% (820.368%),fie fuusilisest isikust 0.098% -> 0.389% (297.056%),skais arendused infosusteemide 0.084% -> 0.304% (262.158%),hooldekodus hoolduse hooldekodu 0.472% -> 1.046% (121.587%),treenerite spordi sport 0.357% -> 0.717% (100.816%),ulejaagis struktuurses struktuurse 1.561% -> 2.278% (45.983%),kaitsekulud kaitsekulutused kaitsekulude 0.213% -> 0.504% (136.562%),pollumeestele pollumehi pollumehed 0.07% -> 0.406% (476.605%)
slovakkia ungari portugal 0.504% -> 0.876% (73.787%),vanemahuvitist vanemahuvitise vanemahuvitis 0.243% -> 0.635% (160.981%),elamisluba elamisloa viisa 0.728% -> 1.392% (91.257%),kandidaadi kandidaati kandidaat 0.316% -> 0.772% (144.139%),hiv narkomaania epideemia 0.025% -> 0.294% (1059.663%),riigireformi riigireformist riigireform 0.35% -> 0.756% (116.342%),maksuamet tolliamet tolliameti 0.735% -> 1.186% (61.276%),kohtutaiturite kohtutaitur kohtutaituri 0.073% -> 0.447% (508.012%),pensionifondide pensionifondid fondid 0.472% -> 0.861% (82.363%),riigipuha puhade tahtpaevade 0.018% -> 0.314% (1651.799%),muuseum muuseumi muuseumide 0.067% -> 0.27% (300.689%),palgalohe soolist meeste 0.317% -> 0.738% (132.972%)
katteallikas katteallikaid katteallikat 0.491% -> 0.844% (71.641%),eelarves riigieelarves reservist 0.908% -> 1.535% (68.938%),tulubaasi omavalitsustele omavalitsuste 0.754% -> 1.392% (84.546%),opositsioonis koalitsiooni opositsiooni 0.78% -> 1.405% (80.102%),volakirjade keskpank volakirju 0.228% -> 0.573% (151.567%),ulejaagis struktuurses struktuurse 0.713% -> 1.239% (73.804%),rahapesu terrorismi andmeburoo 0.021% -> 0.199% (849.103%),est kavatsuste for 0.021% -> 0.408% (1845.639%),valispoliitika valispoliitikas diplomaatia 0.434% -> 0.807% (86.051%),psuhhiaatri alaealine psuhhiaatrilist 0.502% -> 0.954% (89.927%),missiooni missioonile missioon 0.516% -> 0.891% (72.698%),korterelamute kortermajade kredexi 0.211% -> 0.572% (170.83%)
riigipuha puhade tahtpaevade 0.139% -> 0.357% (157.462%),deklaratsiooni deklaratsioone deklaratsioonis 0.065% -> 0.357% (450.506%),ts parvlaeva parvlaevad 0.106% -> 0.443% (318.374%),lng terminali gaasi 0.063% -> 0.367% (480.33%),direktiivi direktiiv ulevotmise 0.228% -> 0.573% (151.567%),kandidaadi kandidaati kandidaat 0.14% -> 0.441% (215.499%),talupidajate kaubanduskoja kaubanduskoda 0.011% -> 0.231% (2097.922%),terviseandmed isikuandmeid terviseandmeid 0.672% -> 1.25% (86.204%),vaesuses suhtelises vaesuse 0.153% -> 0.413% (169.429%),pohiseadusega riigikohus oiguskantsler 0.52% -> 0.976% (87.693%),loomi loomade loomad 0.449% -> 0.798% (77.697%),uliopilased uliopilastele uliopilaste 1.056% -> 1.679% (59.003%)
tulubaasi tasandusfondi tulumaksuosa 1.273% -> 1.785% (40.202%),huvigruppe huvigruppide kaasatud 0.6% -> 1.125% (87.359%),laari laar kandidatuuri 0.013% -> 0.506% (3725.135%),uliopilased uliopilastele uliopilaste 0.422% -> 0.899% (113.121%),slovakkia ungari portugal 0.43% -> 0.853% (98.15%),aasia aasias saatkonna 0.252% -> 0.599% (137.876%),apteeke apteegid apteekide 0.105% -> 0.315% (199.717%),riigipuha puhade tahtpaevade 0.052% -> 0.357% (580.974%),kauguhendus avaksite ettekandjalt 0.115% -> 0.341% (196.762%),lasteaia lasteaias lasteaiakoha 0.233% -> 0.572% (145.444%),miili baasvorgu lairiba 0.247% -> 0.516% (109.055%),vabatahtlike komandode paasteameti 0.399% -> 0.812% (103.508%)
koolilouna koolitoidu koolitoit 0.479% -> 0.811% (69.383%),toonadalal istungid taiendaval 0.681% -> 1.204% (76.706%),estonian air airi 0.291% -> 0.717% (146.315%),kinnitamise paevakorra paevakord 0.105% -> 0.418% (296.225%),jarviku jarvik maaeluministri 0.19% -> 0.503% (165.066%),korterid kortereid korterit 0.336% -> 0.714% (112.836%),oppelaenu sugava puudega 0.011% -> 0.21% (1898.111%),koolituse koolitus koolitusele 0.115% -> 0.434% (275.862%),kaitsekulud kaitsekulutused kaitsekulude 0.102% -> 0.305% (198.714%),piima toorpiima toodangut 0.072% -> 0.325% (353.591%),haalte kandidaatidele haaletamisest 0.034% -> 0.188% (457.48%),moisteid moiste moisted 0.411% -> 0.812% (97.693%)
piirivalve valvamise valvamine 0.025% -> 0.178% (608.02%),abipolitseinik abipolitseiniku abipolitseinike 0.065% -> 0.331% (409.728%),konkurss konkursi konkurssi 0.053% -> 0.358% (577.368%),lipu laevu kaubalaeva 0.211% -> 0.557% (164.15%),piirikontrolli schengeni valispiiri 0.101% -> 0.364% (258.943%),salvestisi salvestised salvestiste 0.839% -> 1.355% (61.505%),riigiabi komisjonilt loa 0.179% -> 0.409% (129.195%),eriarstide eriarstiabi eriarsti 1.354% -> 2.08% (53.653%),oiglase virumaale ulemineku 0.14% -> 0.359% (155.585%),tooandja tooandjal tootaja 0.126% -> 0.404% (221.759%),prokuratuur prokuratuuri prokuror 0.763% -> 1.161% (52.18%),raamatukogu pimedate raamatukogude 0.129% -> 0.387% (200.216%)
president ilves presidendi 0.05% -> 0.211% (318.376%),lipu laevu kaubalaeva 0.065% -> 0.318% (389.338%),muuseum muuseumi muuseumide 0.146% -> 0.485% (233.25%),joustumine joustuma joustada 0.928% -> 1.519% (63.729%),ulikooliga kbfi instituudi 0.025% -> 0.266% (949.219%),aituma infotundi jahimehed 0.294% -> 0.63% (114.625%),hooldekodus hoolduse hooldekodu 0.231% -> 0.472% (104.352%),pensioniiga pensioniea eluiga 0.126% -> 0.447% (254.674%),kandidaadi kandidaati kandidaat 0.217% -> 0.466% (114.992%),fie fuusilisest isikust 0.179% -> 0.483% (169.026%),rahvuse rahvust rahvusriik 0.483% -> 0.809% (67.73%),keeleoskust oskuse keeleoskuse 0.047% -> 0.258% (450.395%)
jalitustegevuse jalitustoimingu sideandmete 0.227% -> 0.47% (107.4%),matusetoetust matusetoetus matusetoetuse 0.016% -> 0.225% (1286.459%),uhistranspordi uhistransport uhistransporti 0.04% -> 0.337% (750.03%),rahvahaaletuse rahvahaaletus rahvahaaletusel 0.127% -> 0.405% (220.182%),metsa metsade mets 0.101% -> 0.35% (245.138%),konkurss konkursi konkurssi 0.084% -> 0.315% (275.594%),annetused annetusi annetuste 0.063% -> 0.21% (233.019%),konkurss konkursi konkurssi 0.136% -> 0.459% (236.745%),skais arendused infosusteemide 0.459% -> 0.789% (71.81%),varude varud varu 0.018% -> 0.247% (1276.414%),inflatsiooni inflatsioon hinnatous 0.09% -> 0.27% (200.516%),riigipuha puhade tahtpaevade 0.035% -> 0.24% (581.442%)
kaitsekulud kaitsekulutused kaitsekulude 0.113% -> 0.292% (157.462%),elamisluba elamisloa viisa 0.389% -> 0.728% (86.9%),kasvavad tuleval kasv 0.053% -> 0.316% (497.677%),idapiiri piiririba valjaehitamine 0.021% -> 0.266% (1160.717%),pensioni pension sammas 0.228% -> 0.531% (133.16%),muuseum muuseumi muuseumide 0.098% -> 0.336% (243.4%),uhistranspordi uhistransport uhistransporti 0.2% -> 0.409% (105.069%),direktiivi direktiiv ulevotmise 0.43% -> 0.842% (95.75%),post posti omniva 0.026% -> 0.179% (602.858%),kohanimenoukogu vonnu mulgi 0.018% -> 0.224% (1151.285%),lng terminali gaasi 0.079% -> 0.246% (213.582%),kaibemaksu kaibemaks kaibemaksumaara 0.211% -> 0.498% (135.884%)
haalte kandidaatidele haaletamisest 0.025% -> 0.146% (479.289%),aituma infotundi jahimehed 0.162% -> 0.384% (136.514%),samba sammas sambasse 0.132% -> 0.422% (218.761%),kantsler kantsleri riigisekretar 0.127% -> 0.38% (200.171%),teenuseid teenused teenust 0.291% -> 0.615% (111.284%),valimiskomisjon proteste valimiskasti 0.056% -> 0.252% (350.712%),korterelamute kortermajade kredexi 0.179% -> 0.378% (111.565%),efsf esm kreekale 0.168% -> 0.447% (166.005%),kontroll kohaloleku registreeris 0.077% -> 0.251% (228.0%),konkurss konkursi konkurssi 0.072% -> 0.269% (275.386%),haaletamissedel haaletamiskasti sedeli 0.034% -> 0.176% (422.637%),vee monopolide veeteenuse 0.047% -> 0.24% (411.082%)
haaletamissedel haaletamiskasti sedeli 0.013% -> 0.13% (929.848%),eripensioni valjateenitud staazi 0.065% -> 0.225% (246.615%),vaikesaarte saarte pusiasustusega 0.106% -> 0.38% (258.606%),piirivalve valvamise valvamine 0.105% -> 0.342% (224.184%),salvestisi salvestised salvestiste 0.468% -> 0.839% (79.099%),haalte kandidaatidele haaletamisest 0.056% -> 0.252% (350.712%),maavalitsuste maavalitsused maakonna 1.176% -> 1.605% (36.478%),laari laar kandidatuuri 0.042% -> 0.242% (477.612%),katteallikas katteallikaid katteallikat 0.179% -> 0.395% (120.898%),louis freeh kremli 0.395% -> 0.729% (84.849%),direktiivi direktiiv ulevotmise 0.471% -> 0.762% (61.769%),relva relvade relvaluba 0.023% -> 0.203% (764.907%)
piirilepingu piirileping piirilepingut 0.164% -> 0.341% (107.95%),hiv narkomaania epideemia 0.016% -> 0.159% (878.677%),pollumeestele pollumehi pollumehed 0.569% -> 1.033% (81.62%),pohiseadusega riigikohus oiguskantsler 0.801% -> 1.253% (56.405%),riigipuha puhade tahtpaevade 0.038% -> 0.224% (489.035%),liitlaste ohutorje keskmaa 0.419% -> 0.767% (82.789%),oigusriik oigusriigi oigusriigist 0.158% -> 0.346% (119.792%),raamatukogu pimedate raamatukogude 0.021% -> 0.179% (751.217%),liitlaste ohutorje keskmaa 0.204% -> 0.43% (110.857%),kala kalurid kalurite 0.018% -> 0.202% (1026.157%),deklaratsiooni deklaratsioone deklaratsioonis 0.123% -> 0.293% (137.562%),tulubaasi omavalitsustele omavalitsuste 0.364% -> 0.683% (87.692%)
joustumine joustuma joustada 0.655% -> 0.957% (46.06%),treenerite spordi sport 0.032% -> 0.159% (389.338%),salvestisi salvestised salvestiste 0.304% -> 0.654% (114.817%),kohtla jarve johvi 0.274% -> 0.557% (103.192%),omandireformi tagastatud omandireform 0.139% -> 0.378% (171.09%),veb fondi uurimiskomisjon 0.07% -> 0.263% (275.594%),iive sundimus iibe 0.284% -> 0.514% (81.31%),teenuseid teenused teenust 0.126% -> 0.332% (163.472%),rongi rongide rongid 0.051% -> 0.197% (286.572%),puude raskusastme puuet 0.126% -> 0.348% (177.07%),hiv narkomaania epideemia 0.022% -> 0.129% (474.901%),elamisluba elamisloa viisa 0.411% -> 0.738% (79.721%)
kasvavad tuleval kasv 0.151% -> 0.308% (103.824%),riigiloivude riigiloivud riigiloivu 0.487% -> 0.767% (57.676%),teekasutustasu autode autod 0.093% -> 0.337% (264.299%),hadaolukorda eriolukord eriolukorra 0.063% -> 0.241% (280.216%),objekti anu raua 0.038% -> 0.21% (452.221%),vabatahtlike komandode paasteameti 0.489% -> 0.851% (73.846%),rongi rongide rongid 0.084% -> 0.231% (174.74%),puude raskusastme puuet 0.105% -> 0.281% (167.525%),aasia aasias saatkonna 0.345% -> 0.61% (77.016%),salvestisi salvestised salvestiste 0.466% -> 0.819% (75.661%),taanis saksamaal hollandis 0.236% -> 0.434% (84.167%),piirivalve valvamise valvamine 0.317% -> 0.609% (92.202%)
domeenide domeeni interneti 0.315% -> 0.519% (64.776%),kandidaati kandidaat valituks 0.162% -> 0.344% (112.047%),riigikontrolor karis riigikontrolori 0.053% -> 0.274% (417.987%),maantee neljarealiseks ppp 0.19% -> 0.43% (126.796%),rahvuse rahvust rahvusriik 0.266% -> 0.545% (105.11%),rahvahaaletuse rahvahaaletus rahvahaaletusel 0.21% -> 0.473% (125.356%),danske filiaali rahapesu 0.095% -> 0.231% (144.214%),riigipalgaliste riigisektoris koondada 0.336% -> 0.6% (78.604%),rahvahaaletuse rahvahaaletus rahvahaaletusel 0.089% -> 0.251% (181.143%),piirikontrolli schengeni valispiiri 0.018% -> 0.18% (901.028%),slovakkia ungari portugal 0.382% -> 0.622% (62.94%),vaikesaarte saarte pusiasustusega 0.094% -> 0.277% (194.855%)
